Nationalratswahl 2019, 29.09.2019 (Bericht wurde generiert am 08.10.2019 um 16:42)
703;Innsbruck-Land;70346;Rum;3177;3633;33;29;6810;4116;60,44;4084;32;1;ÖVP;1452;35,55;2;SPÖ;860;21,06;3;FPÖ;699;17,12;4;NEOS;344;8,42;5;JETZT;74;1,81;6;GRÜNE;595;14,57;7;GILT;12;0,29;8;KPÖ;25;0,61;9;WANDL;23;0,56;
703;Innsbruck-Land;70348;Scharnitz;428;439;3;9;867;450;51,90;445;5;1;ÖVP;223;50,11;2;SPÖ;58;13,03;3;FPÖ;75;16,85;4;NEOS;29;6,52;5;JETZT;9;2,02;6;GRÜNE;49;11,01;7;GILT;1;0,22;8;KPÖ;0;0,00;9;WANDL;1;0,22;
703;Innsbruck-Land;70349;Schmirn;364;345;1;0;709;545;76,87;540;5;1;ÖVP;403;74,63;2;SPÖ;36;6,67;3;FPÖ;55;10,19;4;NEOS;18;3,33;5;JETZT;4;0,74;6;GRÜNE;20;3,70;7;GILT;0;0,00;8;KPÖ;3;0,56;9;WANDL;1;0,19;
703;Innsbruck-Land;70350;Schönberg im Stubaital;372;342;3;2;714;425;59,52;420;5;1;ÖVP;226;53,81;2;SPÖ;40;9,52;3;FPÖ;50;11,90;4;NEOS;35;8,33;5;JETZT;4;0,95;6;GRÜNE;58;13,81;7;GILT;6;1,43;8;KPÖ;1;0,24;9;WANDL;0;0,00;
703;Innsbruck-Land;70351;Seefeld in Tirol;986;1077;24;30;2063;1101;53,37;1099;2;1;ÖVP;604;54,96;2;SPÖ;82;7,46;3;FPÖ;158;14,38;4;NEOS;98;8,92;5;JETZT;21;1,91;6;GRÜNE;128;11,65;7;GILT;1;0,09;8;KPÖ;5;0,45;9;WANDL;2;0,18;
703;Innsbruck-Land;70352;Sellrain;545;545;4;2;1090;620;56,88;614;6;1;ÖVP;295;48,05;2;SPÖ;178;28,99;3;FPÖ;63;10,26;4;NEOS;25;4,07;5;JETZT;9;1,47;6;GRÜNE;35;5,70;7;GILT;1;0,16;8;KPÖ;7;1,14;9;WANDL;1;0,16;
703;Innsbruck-Land;70353;Sistrans;829;906;13;11;1735;1114;64,21;1109;5;1;ÖVP;432;38,95;2;SPÖ;114;10,28;3;FPÖ;111;10,01;4;NEOS;160;14,43;5;JETZT;17;1,53;6;GRÜNE;264;23,81;7;GILT;3;0,27;8;KPÖ;4;0,36;9;WANDL;4;0,36;
703;Innsbruck-Land;70347;St. Sigmund im Sellrain;72;67;0;1;139;95;68,35;94;1;1;ÖVP;63;67,02;2;SPÖ;13;13,83;3;FPÖ;13;13,83;4;NEOS;3;3,19;5;JETZT;1;1,06;6;GRÜNE;1;1,06;7;GILT;0;0,00;8;KPÖ;0;0,00;9;WANDL;0;0,00;
703;Innsbruck-Land;70355;Steinach am Brenner;1315;1378;10;19;2693;1605;59,60;1578;27;1;ÖVP;782;49,56;2;SPÖ;232;14,70;3;FPÖ;258;16,35;4;NEOS;124;7,86;5;JETZT;28;1,77;6;GRÜNE;138;8,75;7;GILT;3;0,19;8;KPÖ;11;0,70;9;WANDL;2;0,13;
703;Innsbruck-Land;70356;Telfes im Stubai;624;588;6;5;1212;728;60,07;720;8;1;ÖVP;374;51,94;2;SPÖ;91;12,64;3;FPÖ;101;14,03;4;NEOS;54;7,50;5;JETZT;12;1,67;6;GRÜNE;76;10,56;7;GILT;2;0,28;8;KPÖ;8;1,11;9;WANDL;2;0,28;
703;Innsbruck-Land;70357;Telfs;5294;5605;47;37;10899;5533;50,77;5481;52;1;ÖVP;1801;32,86;2;SPÖ;1160;21,16;3;FPÖ;953;17,39;4;NEOS;494;9,01;5;JETZT;109;1,99;6;GRÜNE;886;16,16;7;GILT;17;0,31;8;KPÖ;39;0,71;9;WANDL;22;0,40;
703;Innsbruck-Land;70358;Thaur;1508;1523;23;25;3031;1981;65,36;1966;15;1;ÖVP;935;47,56;2;SPÖ;235;11,95;3;FPÖ;316;16,07;4;NEOS;182;9,26;5;JETZT;43;2,19;6;GRÜNE;242;12,31;7;GILT;2;0,10;8;KPÖ;5;0,25;9;WANDL;6;0,31;
703;Innsbruck-Land;70359;Trins;515;521;3;3;1036;667;64,38;660;7;1;ÖVP;362;54,85;2;SPÖ;80;12,12;3;FPÖ;82;12,42;4;NEOS;46;6,97;5;JETZT;10;1,52;6;GRÜNE;73;11,06;7;GILT;2;0,30;8;KPÖ;4;0,61;9;WANDL;1;0,15;
703;Innsbruck-Land;70360;Tulfes;601;607;6;4;1208;772;63,91;768;4;1;ÖVP;398;51,82;2;SPÖ;51;6,64;3;FPÖ;141;18,36;4;NEOS;67;8,72;5;JETZT;13;1,69;6;GRÜNE;86;11,20;7;GILT;3;0,39;8;KPÖ;7;0,91;9;WANDL;2;0,26;
703;Innsbruck-Land;70361;Unterperfuss;75;107;1;1;182;67;36,81;67;0;1;ÖVP;35;52,24;2;SPÖ;13;19,40;3;FPÖ;10;14,93;4;NEOS;1;1,49;5;JETZT;1;1,49;6;GRÜNE;7;10,45;7;GILT;0;0,00;8;KPÖ;0;0,00;9;WANDL;0;0,00;
703;Innsbruck-Land;70362;Vals;231;216;1;3;447;289;64,65;283;6;1;ÖVP;184;65,02;2;SPÖ;25;8,83;3;FPÖ;42;14,84;4;NEOS;9;3,18;5;JETZT;1;0,35;6;GRÜNE;21;7,42;7;GILT;0;0,00;8;KPÖ;1;0,35;9;WANDL;0;0,00;
703;Innsbruck-Land;70364;Völs;2437;2696;26;32;5133;3078;59,96;3054;24;1;ÖVP;1201;39,33;2;SPÖ;488;15,98;3;FPÖ;481;15,75;4;NEOS;257;8,42;5;JETZT;62;2,03;6;GRÜNE;521;17,06;7;GILT;11;0,36;8;KPÖ;25;0,82;9;WANDL;8;0,26;
703;Innsbruck-Land;70365;Volders;1681;1722;11;9;3403;2075;60,98;2054;21;1;ÖVP;964;46,93;2;SPÖ;226;11,00;3;FPÖ;417;20,30;4;NEOS;158;7,69;5;JETZT;37;1,80;6;GRÜNE;227;11,05;7;GILT;7;0,34;8;KPÖ;12;0,58;9;WANDL;6;0,29;
703;Innsbruck-Land;70366;Wattenberg;304;283;1;0;587;387;65,93;387;0;1;ÖVP;205;52,97;2;SPÖ;11;2,84;3;FPÖ;107;27,65;4;NEOS;21;5,43;5;JETZT;10;2,58;6;GRÜNE;30;7,75;7;GILT;1;0,26;8;KPÖ;2;0,52;9;WANDL;0;0,00;
703;Innsbruck-Land;70367;Wattens;2845;3185;25;23;6030;3397;56,33;3370;27;1;ÖVP;1440;42,73;2;SPÖ;547;16,23;3;FPÖ;664;19,70;4;NEOS;239;7,09;5;JETZT;55;1,63;6;GRÜNE;380;11,28;7;GILT;10;0,30;8;KPÖ;17;0,50;9;WANDL;18;0,53;
703;Innsbruck-Land;70368;Wildermieming;344;365;1;1;709;467;65,87;463;4;1;ÖVP;208;44,92;2;SPÖ;39;8,42;3;FPÖ;58;12,53;4;NEOS;67;14,47;5;JETZT;11;2,38;6;GRÜNE;78;16,85;7;GILT;0;0,00;8;KPÖ;2;0,43;9;WANDL;0;0,00;
703;Innsbruck-Land;70369;Zirl;2900;3104;22;20;6004;3471;57,81;3450;21;1;ÖVP;1214;35,19;2;SPÖ;552;16,00;3;FPÖ;529;15,33;4;NEOS;405;11,74;5;JETZT;74;2,14;6;GRÜNE;628;18,20;7;GILT;8;0,23;8;KPÖ;21;0,61;9;WANDL;19;0,55;
704;Kitzbühel;70401;Aurach bei Kitzbühel;408;418;5;7;826;498;60,29;492;6;1;ÖVP;328;66,67;2;SPÖ;38;7,72;3;FPÖ;69;14,02;4;NEOS;17;3,46;5;JETZT;3;0,61;6;GRÜNE;34;6,91;7;GILT;0;0,00;8;KPÖ;3;0,61;9;WANDL;0;0,00;
704;Kitzbühel;70402;Brixen im Thale;965;1030;9;13;1995;1207;60,50;1199;8;1;ÖVP;730;60,88;2;SPÖ;164;13,68;3;FPÖ;116;9,67;4;NEOS;70;5,84;5;JETZT;13;1,08;6;GRÜNE;90;7,51;7;GILT;7;0,58;8;KPÖ;6;0,50;9;WANDL;3;0,25;
704;Kitzbühel;70403;Fieberbrunn;1645;1634;22;15;3279;2043;62,31;2027;16;1;ÖVP;1018;50,22;2;SPÖ;319;15,74;3;FPÖ;231;11,40;4;NEOS;164;8,09;5;JETZT;23;1,13;6;GRÜNE;257;12,68;7;GILT;6;0,30;8;KPÖ;6;0,30;9;WANDL;3;0,15;
704;Kitzbühel;70404;Going am Wilden Kaiser;636;654;6;4;1290;743;57,60;736;7;1;ÖVP;430;58,42;2;SPÖ;61;8,29;3;FPÖ;134;18,21;4;NEOS;30;4,08;5;JETZT;15;2,04;6;GRÜNE;64;8,70;7;GILT;1;0,14;8;KPÖ;0;0,00;9;WANDL;1;0,14;
704;Kitzbühel;70405;Hochfilzen;461;466;6;4;927;570;61,49;563;7;1;ÖVP;293;52,04;2;SPÖ;126;22,38;3;FPÖ;64;11,37;4;NEOS;31;5,51;5;JETZT;9;1,60;6;GRÜNE;37;6,57;7;GILT;2;0,36;8;KPÖ;1;0,18;9;WANDL;0;0,00;
704;Kitzbühel;70406;Hopfgarten im Brixental;2063;2173;22;33;4236;2701;63,76;2684;17;1;ÖVP;1597;59,50;2;SPÖ;247;9,20;3;FPÖ;376;14,01;4;NEOS;172;6,41;5;JETZT;34;1,27;6;GRÜNE;241;8,98;7;GILT;9;0,34;8;KPÖ;4;0,15;9;WANDL;4;0,15;
704;Kitzbühel;70407;Itter;459;437;3;5;896;615;68,64;613;2;1;ÖVP;353;57,59;2;SPÖ;66;10,77;3;FPÖ;101;16,48;4;NEOS;33;5,38;5;JETZT;7;1,14;6;GRÜNE;47;7,67;7;GILT;3;0,49;8;KPÖ;3;0,49;9;WANDL;0;0,00;
704;Kitzbühel;70408;Jochberg;550;610;11;14;1160;705;60,78;699;6;1;ÖVP;416;59,51;2;SPÖ;84;12,02;3;FPÖ;113;16,17;4;NEOS;33;4,72;5;JETZT;4;0,57;6;GRÜNE;48;6,87;7;GILT;0;0,00;8;KPÖ;1;0,14;9;WANDL;0;0,00;
704;Kitzbühel;70409;Kirchberg in Tirol;1776;1898;15;20;3674;2162;58,85;2150;12;1;ÖVP;1249;58,09;2;SPÖ;282;13,12;3;FPÖ;276;12,84;4;NEOS;145;6,74;5;JETZT;25;1,16;6;GRÜNE;160;7,44;7;GILT;5;0,23;8;KPÖ;5;0,23;9;WANDL;3;0,14;
704;Kitzbühel;70410;Kirchdorf in Tirol;1408;1432;9;13;2840;1752;61,69;1747;5;1;ÖVP;976;55,87;2;SPÖ;148;8,47;3;FPÖ;294;16,83;4;NEOS;128;7,33;5;JETZT;13;0,74;6;GRÜNE;178;10,19;7;GILT;2;0,11;8;KPÖ;3;0,17;9;WANDL;5;0,29;
704;Kitzbühel;70411;Kitzbühel;2678;3098;65;56;5776;2930;50,73;2900;30;1;ÖVP;1546;53,31;2;SPÖ;329;11,34;3;FPÖ;433;14,93;4;NEOS;229;7,90;5;JETZT;43;1,48;6;GRÜNE;298;10,28;7;GILT;4;0,14;8;KPÖ;12;0,41;9;WANDL;6;0,21;
704;Kitzbühel;70412;Kössen;1467;1518;22;30;2985;1722;57,69;1709;13;1;ÖVP;1104;64,60;2;SPÖ;110;6,44;3;FPÖ;248;14,51;4;NEOS;81;4,74;5;JETZT;13;0,76;6;GRÜNE;134;7,84;7;GILT;3;0,18;8;KPÖ;11;0,64;9;WANDL;5;0,29;
704;Kitzbühel;70413;Oberndorf in Tirol;775;861;12;9;1636;988;60,39;978;10;1;ÖVP;558;57,06;2;SPÖ;121;12,37;3;FPÖ;120;12,27;4;NEOS;65;6,65;5;JETZT;4;0,41;6;GRÜNE;104;10,63;7;GILT;1;0,10;8;KPÖ;2;0,20;9;WANDL;3;0,31;
704;Kitzbühel;70414;Reith bei Kitzbühel;539;602;13;16;1141;672;58,90;670;2;1;ÖVP;405;60,45;2;SPÖ;44;6,57;3;FPÖ;78;11,64;4;NEOS;56;8,36;5;JETZT;8;1,19;6;GRÜNE;75;11,19;7;GILT;0;0,00;8;KPÖ;2;0,30;9;WANDL;2;0,30;
704;Kitzbühel;70418;Schwendt;301;280;2;2;581;354;60,93;352;2;1;ÖVP;223;63,35;2;SPÖ;24;6,82;3;FPÖ;58;16,48;4;NEOS;17;4,83;5;JETZT;2;0,57;6;GRÜNE;28;7,95;7;GILT;0;0,00;8;KPÖ;0;0,00;9;WANDL;0;0,00;
704;Kitzbühel;70415;St. Jakob in Haus;276;299;0;1;575;377;65,57;372;5;1;ÖVP;225;60,48;2;SPÖ;45;12,10;3;FPÖ;27;7,26;4;NEOS;32;8,60;5;JETZT;7;1,88;6;GRÜNE;35;9,41;7;GILT;0;0,00;8;KPÖ;1;0,27;9;WANDL;0;0,00;
704;Kitzbühel;70416;St. Johann in Tirol;3089;3480;36;46;6569;3754;57,15;3715;39;1;ÖVP;1847;49,72;2;SPÖ;421;11,33;3;FPÖ;542;14,59;4;NEOS;314;8,45;5;JETZT;34;0,92;6;GRÜNE;528;14,21;7;GILT;6;0,16;8;KPÖ;13;0,35;9;WANDL;10;0,27;
704;Kitzbühel;70417;St. Ulrich am Pillersee;598;616;4;9;1214;756;62,27;750;6;1;ÖVP;464;61,87;2;SPÖ;52;6,93;3;FPÖ;91;12,13;4;NEOS;58;7,73;5;JETZT;13;1,73;6;GRÜNE;66;8,80;7;GILT;2;0,27;8;KPÖ;3;0,40;9;WANDL;1;0,13;
704;Kitzbühel;70419;Waidring;756;766;10;2;1522;981;64,45;978;3;1;ÖVP;514;52,56;2;SPÖ;99;10,12;3;FPÖ;177;18,10;4;NEOS;65;6,65;5;JETZT;8;0,82;6;GRÜNE;111;11,35;7;GILT;1;0,10;8;KPÖ;2;0,20;9;WANDL;1;0,10;
704;Kitzbühel;70420;Westendorf;1357;1412;10;11;2769;1690;61,03;1674;16;1;ÖVP;1034;61,77;2;SPÖ;163;9,74;3;FPÖ;175;10,45;4;NEOS;100;5,97;5;JETZT;16;0,96;6;GRÜNE;174;10,39;7;GILT;3;0,18;8;KPÖ;5;0,30;9;WANDL;4;0,24;
705;Kufstein;70501;Alpbach;961;951;9;12;1912;1338;69,98;1331;7;1;ÖVP;912;68,52;2;SPÖ;39;2,93;3;FPÖ;194;14,58;4;NEOS;88;6,61;5;JETZT;9;0,68;6;GRÜNE;84;6,31;7;GILT;1;0,08;8;KPÖ;3;0,23;9;WANDL;1;0,08;
705;Kufstein;70502;Angath;367;383;1;3;750;445;59,33;444;1;1;ÖVP;238;53,60;2;SPÖ;46;10,36;3;FPÖ;87;19,59;4;NEOS;21;4,73;5;JETZT;12;2,70;6;GRÜNE;37;8,33;7;GILT;2;0,45;8;KPÖ;1;0,23;9;WANDL;0;0,00;
705;Kufstein;70528;Angerberg;760;704;1;7;1464;975;66,60;970;5;1;ÖVP;488;50,31;2;SPÖ;100;10,31;3;FPÖ;147;15,15;4;NEOS;86;8,87;5;JETZT;14;1,44;6;GRÜNE;124;12,78;7;GILT;3;0,31;8;KPÖ;6;0,62;9;WANDL;2;0,21;
705;Kufstein;70503;Bad Häring;968;1035;9;16;2003;1244;62,11;1236;8;1;ÖVP;504;40,78;2;SPÖ;281;22,73;3;FPÖ;154;12,46;4;NEOS;73;5,91;5;JETZT;17;1,38;6;GRÜNE;197;15,94;7;GILT;1;0,08;8;KPÖ;7;0,57;9;WANDL;2;0,16;
705;Kufstein;70504;Brandenberg;644;575;2;3;1219;775;63,58;766;9;1;ÖVP;468;61,10;2;SPÖ;101;13,19;3;FPÖ;113;14,75;4;NEOS;39;5,09;5;JETZT;5;0,65;6;GRÜNE;37;4,83;7;GILT;0;0,00;8;KPÖ;3;0,39;9;WANDL;0;0,00;
705;Kufstein;70505;Breitenbach am Inn;1323;1345;2;6;2668;1885;70,65;1872;13;1;ÖVP;1061;56,68;2;SPÖ;193;10,31;3;FPÖ;319;17,04;4;NEOS;99;5,29;5;JETZT;15;0,80;6;GRÜNE;160;8,55;7;GILT;13;0,69;8;KPÖ;9;0,48;9;WANDL;3;0,16;
705;Kufstein;70506;Brixlegg;1084;1164;7;13;2248;1312;58,36;1305;7;1;ÖVP;594;45,52;2;SPÖ;173;13,26;3;FPÖ;252;19,31;4;NEOS;90;6,90;5;JETZT;24;1,84;6;GRÜNE;153;11,72;7;GILT;6;0,46;8;KPÖ;6;0,46;9;WANDL;7;0,54;
705;Kufstein;70508;Ebbs;1985;2098;21;19;4083;2571;62,97;2550;21;1;ÖVP;1410;55,29;2;SPÖ;238;9,33;3;FPÖ;469;18,39;4;NEOS;161;6,31;5;JETZT;36;1,41;6;GRÜNE;218;8,55;7;GILT;6;0,24;8;KPÖ;6;0,24;9;WANDL;6;0,24;
705;Kufstein;70509;Ellmau;906;961;11;13;1867;1163;62,29;1157;6;1;ÖVP;664;57,39;2;SPÖ;78;6,74;3;FPÖ;209;18,06;4;NEOS;58;5,01;5;JETZT;17;1,47;6;GRÜNE;125;10,80;7;GILT;1;0,09;8;KPÖ;3;0,26;9;WANDL;2;0,17;
705;Kufstein;70510;Erl;521;532;16;6;1053;735;69,80;729;6;1;ÖVP;469;64,33;2;SPÖ;42;5,76;3;FPÖ;85;11,66;4;NEOS;46;6,31;5;JETZT;10;1,37;6;GRÜNE;68;9,33;7;GILT;0;0,00;8;KPÖ;4;0,55;9;WANDL;5;0,69;
705;Kufstein;70511;Kirchbichl;2072;2256;28;25;4328;2778;64,19;2752;26;1;ÖVP;1122;40,77;2;SPÖ;572;20,78;3;FPÖ;528;19,19;4;NEOS;174;6,32;5;JETZT;41;1,49;6;GRÜNE;281;10,21;7;GILT;12;0,44;8;KPÖ;14;0,51;9;WANDL;8;0,29;
705;Kufstein;70512;Kramsach;1817;2010;23;20;3827;2412;63,03;2385;27;1;ÖVP;972;40,75;2;SPÖ;288;12,08;3;FPÖ;448;18,78;4;NEOS;192;8,05;5;JETZT;48;2,01;6;GRÜNE;411;17,23;7;GILT;10;0,42;8;KPÖ;9;0,38;9;WANDL;7;0,29;
705;Kufstein;70513;Kufstein;5683;6416;110;99;12099;6531;53,98;6487;44;1;ÖVP;2499;38,52;2;SPÖ;1170;18,04;3;FPÖ;1076;16,59;4;NEOS;494;7,62;5;JETZT;134;2,07;6;GRÜNE;1026;15,82;7;GILT;25;0,39;8;KPÖ;35;0,54;9;WANDL;28;0,43;
705;Kufstein;70514;Kundl;1616;1715;17;12;3331;1992;59,80;1977;15;1;ÖVP;862;43,60;2;SPÖ;329;16,64;3;FPÖ;353;17,86;4;NEOS;156;7,89;5;JETZT;26;1,32;6;GRÜNE;224;11,33;7;GILT;10;0,51;8;KPÖ;10;0,51;9;WANDL;7;0,35;
705;Kufstein;70515;Langkampfen;1511;1534;6;9;3045;1948;63,97;1938;10;1;ÖVP;897;46,28;2;SPÖ;293;15,12;3;FPÖ;397;20,49;4;NEOS;119;6,14;5;JETZT;21;1,08;6;GRÜNE;190;9,80;7;GILT;12;0,62;8;KPÖ;4;0,21;9;WANDL;5;0,26;
705;Kufstein;70516;Mariastein;149;157;1;0;306;186;60,78;184;2;1;ÖVP;88;47,83;2;SPÖ;13;7,07;3;FPÖ;29;15,76;4;NEOS;23;12,50;5;JETZT;1;0,54;6;GRÜNE;27;14,67;7;GILT;2;1,09;8;KPÖ;0;0,00;9;WANDL;1;0,54;
705;Kufstein;70517;Münster;1298;1311;5;6;2609;1631;62,51;1621;10;1;ÖVP;704;43,43;2;SPÖ;235;14,50;3;FPÖ;340;20,97;4;NEOS;118;7,28;5;JETZT;23;1,42;6;GRÜNE;177;10,92;7;GILT;6;0,37;8;KPÖ;12;0,74;9;WANDL;6;0,37;
705;Kufstein;70518;Niederndorf;997;1036;12;9;2033;1288;63,35;1275;13;1;ÖVP;702;55,06;2;SPÖ;81;6,35;3;FPÖ;248;19,45;4;NEOS;93;7,29;5;JETZT;25;1,96;6;GRÜNE;110;8,63;7;GILT;8;0,63;8;KPÖ;6;0,47;9;WANDL;2;0,16;
705;Kufstein;70519;Niederndorferberg;259;231;2;2;490;304;62,04;301;3;1;ÖVP;214;71,10;2;SPÖ;4;1,33;3;FPÖ;45;14,95;4;NEOS;11;3,65;5;JETZT;3;1,00;6;GRÜNE;21;6,98;7;GILT;1;0,33;8;KPÖ;0;0,00;9;WANDL;2;0,66;
705;Kufstein;70520;Radfeld;861;911;9;5;1772;1035;58,41;1028;7;1;ÖVP;417;40,56;2;SPÖ;148;14,40;3;FPÖ;251;24,42;4;NEOS;78;7,59;5;JETZT;26;2,53;6;GRÜNE;98;9,53;7;GILT;5;0,49;8;KPÖ;3;0,29;9;WANDL;2;0,19;
705;Kufstein;70521;Rattenberg;134;122;4;2;256;155;60,55;155;0;1;ÖVP;45;29,03;2;SPÖ;22;14,19;3;FPÖ;38;24,52;4;NEOS;16;10,32;5;JETZT;6;3,87;6;GRÜNE;22;14,19;7;GILT;0;0,00;8;KPÖ;4;2,58;9;WANDL;2;1,29;
705;Kufstein;70522;Reith im Alpbachtal;978;1020;4;9;1998;1259;63,01;1252;7;1;ÖVP;776;61,98;2;SPÖ;110;8,79;3;FPÖ;179;14,30;4;NEOS;75;5,99;5;JETZT;13;1,04;6;GRÜNE;94;7,51;7;GILT;0;0,00;8;KPÖ;2;0,16;9;WANDL;3;0,24;
705;Kufstein;70523;Rettenschöss;201;174;2;1;375;227;60,53;224;3;1;ÖVP;174;77,68;2;SPÖ;4;1,79;3;FPÖ;24;10,71;4;NEOS;8;3,57;5;JETZT;0;0,00;6;GRÜNE;13;5,80;7;GILT;0;0,00;8;KPÖ;1;0,45;9;WANDL;0;0,00;
705;Kufstein;70524;Scheffau am Wilden Kaiser;528;532;4;5;1060;622;58,68;618;4;1;ÖVP;422;68,28;2;SPÖ;26;4,21;3;FPÖ;74;11,97;4;NEOS;32;5,18;5;JETZT;9;1,46;6;GRÜNE;52;8,41;7;GILT;0;0,00;8;KPÖ;3;0,49;9;WANDL;0;0,00;
705;Kufstein;70525;Schwoich;943;968;3;10;1911;1291;67,56;1286;5;1;ÖVP;713;55,44;2;SPÖ;128;9,95;3;FPÖ;203;15,79;4;NEOS;72;5,60;5;JETZT;19;1,48;6;GRÜNE;131;10,19;7;GILT;9;0,70;8;KPÖ;4;0,31;9;WANDL;7;0,54;
705;Kufstein;70526;Söll;1329;1318;9;13;2647;1698;64,15;1692;6;1;ÖVP;1069;63,18;2;SPÖ;149;8,81;3;FPÖ;213;12,59;4;NEOS;98;5,79;5;JETZT;17;1,00;6;GRÜNE;134;7,92;7;GILT;5;0,30;8;KPÖ;4;0,24;9;WANDL;3;0,18;
705;Kufstein;70527;Thiersee;1076;1044;4;9;2120;1502;70,85;1494;8;1;ÖVP;940;62,92;2;SPÖ;115;7,70;3;FPÖ;203;13,59;4;NEOS;91;6,09;5;JETZT;15;1,00;6;GRÜNE;121;8,10;7;GILT;1;0,07;8;KPÖ;4;0,27;9;WANDL;4;0,27;
705;Kufstein;70529;Walchsee;642;670;8;15;1312;825;62,88;818;7;1;ÖVP;480;58,68;2;SPÖ;44;5,38;3;FPÖ;161;19,68;4;NEOS;43;5,26;5;JETZT;2;0,24;6;GRÜNE;85;10,39;7;GILT;1;0,12;8;KPÖ;2;0,24;9;WANDL;0;0,00;
705;Kufstein;70530;Wildschönau;1629;1550;11;11;3179;2144;67,44;2129;15;1;ÖVP;1444;67,83;2;SPÖ;91;4,27;3;FPÖ;307;14,42;4;NEOS;93;4,37;5;JETZT;28;1,32;6;GRÜNE;149;7,00;7;GILT;4;0,19;8;KPÖ;7;0,33;9;WANDL;6;0,28;
705;Kufstein;70531;Wörgl;4325;4707;35;51;9032;4883;54,06;4834;49;1;ÖVP;1746;36,12;2;SPÖ;1176;24,33;3;FPÖ;895;18,51;4;NEOS;266;5,50;5;JETZT;85;1,76;6;GRÜNE;613;12,68;7;GILT;13;0,27;8;KPÖ;20;0,41;9;WANDL;20;0,41;
